title,publishedAt,viewCount,likeCount,commentCount
【ゆっくり実況】何でキラーがショートカットにいるんですか？【マリオカート8DX】,2022-06-23T10:32:36Z,18258,445,145
[シャドウバース]これが真のマルドゥークOTK！　トリプルマルドゥークOTK！[ゆっくり実況],2018-12-19T11:10:58Z,61392,450,53
[シャドウバース]ネフティスからギルガメッシュ4体召喚！ネフティスギルガメッシュOTK！[ゆっくり実況],2020-04-11T11:00:23Z,116951,1041,218
[シャドウバース]アーティファクト16種類破壊！！ララミアOTK！[ゆっくり実況],2021-09-28T11:17:42Z,116118,1279,276
[シャドウバース]攻撃力２０の疾走ルナの勝ちだよ！！ルナ単体OTK！[ゆっくり実況],2021-08-31T11:00:01Z,83280,1031,234
[ゆっくり実況]キラー中に別のキラーに追突されました[マリオカート8DX],2022-05-16T10:00:07Z,26407,686,183
[シャドウバース]咆哮貫通２０ダメージ！！赤き猛竜貫く咆哮OTK！[ゆっくり実況],2021-10-08T11:21:01Z,99823,1239,339
[シャドウバース]疾走する３体のルシフェル！！３連旧ルシフェルOTK！[ゆっくり実況],2020-09-28T10:59:59Z,50803,626,148
[シャドウバース]８ターン目疾走20点！４連デッドメタルスターOTK！[ゆっくり実況],2020-04-29T10:46:46Z,58235,871,240
[シャドウバース]攻撃力２０の疾走ニオ！！ニオ単体OTK！[ゆっくり実況],2021-01-11T10:40:45Z,97589,978,287
[シャドウバース]パンダの的を作ったら負け！？6ターンパラディンパンダOTK！[ゆっくり実況],2021-06-30T11:00:21Z,113656,1228,286
[シャドウバース]ナテラの大樹を置くだけで特大バーン！トートマルドゥークOTK！[ゆっくり実況],2019-10-07T09:05:05Z,98919,937,294
[シャドウバース]ブレイブマナでお守り隊覚醒！乙姫お守り隊OTK！[ゆっくり実況],2019-10-12T13:29:30Z,86168,791,312
[シャドウバース]5ターン目10/6！　マルドッキオはガチ。[ゆっくり実況],2018-10-29T09:54:04Z,46868,273,36
[シャドウバース]頂きの闘技場4枚設置！崇拝闘技場ハンサOTK！[ゆっくり実況],2020-06-05T10:31:10Z,90718,1070,292
[シャドウバース]体力最大値を０にする！キャル４連打OTK！＋カイザーインサイト戦[ゆっくり実況],2020-01-07T10:30:16Z,165921,1220,237
[シャドウバース]リナセントクロニクル環境の締めくくり！！母なる君OTK！[ゆっくり実況],2021-09-25T11:00:02Z,73058,1180,223
[シャドウバース]特大35点疾走！！酔狂の大悪魔OTK！[ゆっくり実況],2022-01-06T11:07:19Z,79798,1088,216
【ゆっくり実況】良いキラーと悪いキラーの見本市【マリオカート8DX】,2022-07-16T11:13:06Z,15201,372,110
[シャドウバース]攻撃力20の疾走ロマン砲！飢餓の天翼OTK！[ゆっくり実況],2019-02-18T10:18:22Z,28341,240,65
[シャドウバース]あの懐かしのコンボが復活！！新旧サハイスラOTK！[ゆっくり実況],2021-05-13T11:00:02Z,94082,1044,258
[シャドウバース]崇拝の実現でブラックダイヤモンドを増殖！ガルラブラックダイヤモンドOTK！[ゆっくり実況],2020-02-21T11:20:10Z,88017,966,208
[シャドウバース]体力５１の破壊耐性持ち守護！絶対守護者ロキアギト！[ゆっくり実況],2020-02-02T12:30:07Z,91105,861,228
[シャドウバース]6ターン目に特殊勝利！天界セラフビショップ！[ゆっくり実況],2019-06-21T11:14:48Z,79532,784,224
[シャドウバース]デッキにフォロワーは3枚で十分！悪夢のエースジャバウォックOTK！[ゆっくり実況],2019-03-25T10:48:39Z,38346,348,66
[シャドウバース]ミヤコ単体OTK！＋攻撃力２１４のタルトマン[ゆっくり実況],2020-02-14T12:00:13Z,80994,890,245
[シャドウバース] 自爆せずとも疾走で20点出すファイアゾンビOTK[ゆっくり実況],2021-07-11T11:00:12Z,114851,1198,300
[シャドウバース]ナーフされようが関係ない！！４連ゼルガネイアOTK！[ゆっくり実況],2020-10-27T10:30:01Z,48175,753,153
[シャドウバース]ミルナードでＯＴＫする方法知ってる？　ミルナード特化型ＯＴＫヴァンパイア[ゆっくり実況],2018-11-30T10:17:06Z,49438,302,47
[シャドウバース]ワンドリのトラウマ再び・・昏き底より出でる者OTK！[ゆっくり実況],2019-01-31T09:46:35Z,81594,492,110
[シャドウバース]鋼鉄と大地の神を全力バフ！鋼鉄アマルガムOTK！[ゆっくり実況],2020-06-21T11:30:01Z,58545,686,169
[シャドウバース]７ターン目に遺志２つ出現?天界レオニダス！[ゆっくり実況],2019-06-04T09:00:13Z,100013,824,165
[シャドウバース]ジェノの疾走だけで２０ダメージ！！4連ジェノOTK！[ゆっくり実況],2021-04-21T09:59:58Z,45343,602,207
[シャドウバース]ゼノイフリート５体で２０点バーン！！５連ゼノイフリートOTK！[ゆっくり実況],2021-03-18T11:29:59Z,68685,718,150
[シャドウバース]スキン化記念！！20点疾走ドレインラウラOTK！[ゆっくり実況],2022-01-09T11:01:11Z,77217,1108,192
[シャドウバース]７ターン目に選択不可の５６/５６！ロキ巨兵パメラ！[ゆっくり実況],2020-09-04T09:29:55Z,53824,791,155
[シャドウバース]１ターンに操り人形を１０体出して２０ダメージ！パペットインヴァースOTK！[ゆっくり実況],2020-08-01T09:00:11Z,68805,923,177
[シャドウバース]暗黒のウェルサ環境締めくくり！3連輪廻の女神OTK！[ゆっくり実況],2021-06-27T11:38:41Z,72220,875,257
[シャドウバース]森田さん咆哮！ダブルアザゼルOTK！[ゆっくり実況],2019-09-22T03:01:19Z,42305,473,161
[シャドウバース]真実の狂信者を一斉バフ！狂信者ダークジャンヌOTK！[ゆっくり実況],2019-10-18T12:52:39Z,64079,884,266
[シャドウバース]滅拳疾走２０点パンチ！マギサOTK！[ゆっくり実況],2019-07-27T09:02:43Z,85053,787,200
[シャドウバース]攻撃力２万のバハムート降臨！※CPU戦注意！[ゆっくり実況],2020-06-16T10:40:16Z,106370,1434,292
[シャドウバース]全体１０ダメージしつつ１０点疾走！！ソーン単体OTK！[ゆっくり実況],2021-01-03T11:02:19Z,67307,852,156
[シャドウバース]攻撃力10の疾走2回攻撃！抜刀術ディオネOTK！[ゆっくり実況],2019-02-20T09:48:23Z,45046,314,47
[シャドウバース]スキン化記念！！ブリリアントフェアリーOTK！[ゆっくり実況],2021-11-17T11:01:04Z,77858,1006,160
[シャドウバース]攻撃力１４の疾走２回攻撃！ティシポネーOTK！[ゆっくり実況],2020-05-03T10:00:25Z,93755,923,171
[シャドウバース]スタッツ20のゴースト降臨！ゴーストOTK！[ゆっくり実況],2020-04-20T09:30:13Z,85230,1221,303
[シャドウバース]体力33の破壊耐性持ち守護！ロキアギトヴァンパイア！[ゆっくり実況],2019-01-18T09:59:12Z,105156,476,99
[シャドウバース]ダメージソースは原初の炎熱だけ！？原初の炎熱OTK！[ゆっくり実況],2021-05-29T11:00:06Z,155724,1146,230
[シャドウバース]妖精の開花使えば大体誰でもOTK！！ラティカ単体OTK！[ゆっくり実況],2021-02-27T10:30:03Z,63526,758,212
[シャドウバース]スキン化記念！！ローラ単体OTK！[ゆっくり実況],2021-05-18T10:20:00Z,91432,947,235
[シャドウバース]疾走する3体の鋼鉄と大地の神！３連神OTK！[ゆっくり実況],2020-04-16T09:00:06Z,52652,744,227
[シャドウバース]ダメージ源はキャットアドミラルだけ！？５連キャットアドミラルOTK！[ゆっくり実況],2021-06-06T11:00:17Z,89772,1126,275
[シャドウバース]６ターン目に異形２体！シャルルにも勝てる６ターン目天地異形OTK！[ゆっくり実況],2020-08-06T09:30:05Z,72259,763,172
[シャドウバース]フォロワー5体破壊からの20点疾走！！5連スケルトンレイダーOTK！[ゆっくり実況],2021-10-01T12:00:06Z,71876,985,204
[シャドウバース]遂にこいつですら無理なくOTK出来る環境へ！フォレストバットOTK！[ゆっくり実況],2019-07-14T09:50:46Z,106769,885,205
[シャドウバース]ワールドブレイクでターミナルウェポン５体破壊すればOTK出来るよ[ゆっくり実況],2021-06-02T11:00:02Z,104393,946,215
[シャドウバース]カラミティブリンガーを活躍させたい[ゆっくり実況],2018-10-10T10:46:47Z,66590,568,88
[シャドウバース]21回殴らないと倒せない選択不可の守護！現代版絶対守護者マンマル1号！[ゆっくり実況],2020-05-30T10:40:28Z,113565,1072,260
[シャドウバース]７点疾走しながらPP全回復！！3連死滅の剣皇OTK！[ゆっくり実況],2021-02-10T10:00:01Z,89138,836,218
[シャドウバース]ゲオルギウス5体出せば勝ち！！5連ゲオルギウスOTK ！[ゆっくり実況],2020-12-01T10:49:58Z,72989,681,216
[シャドウバース]崇拝の実現エイラとセリーナの圧倒的シナジー！！セリーナ単体OTK！[ゆっくり実況],2020-12-15T09:30:02Z,66303,742,179
[シャドウバース]悪夢再び！！ナーフ解除記念５連アニエスOTK！[ゆっくり実況],2021-07-30T11:01:02Z,58062,794,211
[シャドウバース]お手軽２０点疾走！！４連鎖杖のネクロマンサーOTK！[ゆっくり実況],2021-08-07T11:50:11Z,60861,838,192
[シャドウバース]ゼノディアボロスを５体並べて破壊する！！ゼルガネイアゼノディアボロスOTK！[ゆっくり実況],2021-01-31T11:30:23Z,98447,1001,254
[シャドウバース]疾走を持つゴブリンスクラム！レイサムゴブリンスクラムOTK！[ゆっくり実況],2020-03-31T09:30:55Z,101407,907,209
[シャドウバース]手札破棄が勝負の鍵！6ターン無貌の魔女ウィッチ！[ゆっくり実況],2019-04-06T09:49:09Z,72027,585,92
[シャドウバース]1ターンにスペルブースト30回！　ジンジャー無貌の魔女超越ウィッチ[ゆっくり実況],2018-12-07T09:54:42Z,40499,262,40
[シャドウバース]マンマル以上の絶対守護者！天窮ハルクドラゴニュート！[ゆっくり実況],2019-06-28T09:52:46Z,139363,856,307
[シャドウバース]チャンネル登録者500人記念！！感謝の天窮エースドラグーン！[ゆっくり実況],2019-02-05T10:16:30Z,40733,501,100
[シャドウバース]これが真のドラゴスネークドラゴン！！ドラゴスネークOTK！[ゆっくり実況],2019-01-24T09:01:47Z,65609,421,70
[シャドウバース]疾走する3体の野獣！トリプル野獣OTK！[ゆっくり実況],2019-07-08T08:51:20Z,96391,849,274
[シャドウバース]２コスト５点疾走と化した恨みの語り部！！霊道恨みの語り部OTK！[ゆっくり実況],2020-11-05T09:29:57Z,61370,802,157
[シャドウバース]１コス4/4疾走守護！ドレッドハウンドOTK！[ゆっくり実況],2020-07-27T11:15:10Z,67132,810,230
[シャドウバース]疾走持ちの３体のシエテ！！3連シエテOTK！[ゆっくり実況],2021-01-15T10:19:59Z,41744,561,176
[シャドウバース]環境最後にマゼルベインでOTKしたい！あと滅殺の鎧を救済したい！[ゆっくり実況],2018-12-24T10:10:50Z,39388,269,35
[シャドウバース]ワールドブレイクでプライマルギガント5体を破壊した結果[ゆっくり実況],2021-04-30T09:59:54Z,184792,1330,273
[シャドウバース]圧倒的スタッツの暴力！ジンジャー開闢パメラウィッチ[ゆっくり実況[,2018-11-18T09:42:45Z,139570,748,108
[シャドウバース]6ターン目にアスタロトの宣告！？爆速で試合が終わるOTKドラゴンが楽しい！[ゆっくり実況],2019-01-12T09:00:55Z,31855,280,64
[シャドウバース]敵フォロワー全破壊しつつ体力１２の守護３体降臨！フェンスオブガイア！[ゆっくり実況],2020-04-04T11:40:10Z,81289,709,171
[シャドウバース]超高難易度のロマン砲！！天翼フェザーダッシュＯＴＫが楽しい！！[ゆっくり実況],2018-11-23T10:27:37Z,40038,297,46
[シャドウバース]竜の翼が大活躍！？トリプル侮蔑の使徒OTK！[ゆっくり実況],2019-05-19T11:02:51Z,64006,555,122
[シャドウバース]交戦時１０ダメージ与えるオクトー！？５連マーシャルオクトーOTK！[ゆっくり実況],2021-01-27T10:29:58Z,99201,1005,293
[シャドウバース]スタッツ２１のスピネのアーティファクト！！スピネのアーティファクト単体OTK！[ゆっくり実況],2021-04-16T11:21:32Z,82385,785,245
[シャドウバース]新旧昏きの共闘！ダブル昏きプルソンOTK！[ゆっくり実況],2019-09-09T10:15:45Z,56220,555,210
[シャドウバース]ローテで６ターンOTK！３連クラッシュインセクトOTK！[ゆっくり実況],2020-06-29T10:45:40Z,82998,874,177
[シャドウバース]顔へのダメージは完全に０！ジンジャータイムレスパメラ！[ゆっくり実況],2019-08-03T09:00:25Z,125378,930,249
#1[鬼畜ゲー]I wanna go BANANAS! 実況[ゆっくり実況],2018-04-07T11:41:34Z,1644,27,4
[シャドウバース]グラブルコラボ記念！ルリア単体OTK！[ゆっくり実況],2020-12-24T11:30:11Z,64682,821,179
[シャドウバース]疾走する4体のオーバーヒートデーモン！！4連オーバーヒートデーモンOTK！[ゆっくり実況],2021-03-04T09:00:03Z,61670,677,194
[Shadowverse]アンリミテッドグランプリで勝てるフェイスドラゴン[ゆっくり実況],2018-10-24T10:42:30Z,18776,130,13
[シャドウバース]ソウルテイカ―ララで死の淵復活！7ターン目死の淵OTK！[ゆっくり実況],2019-08-23T10:55:48Z,46366,529,156
#3死にゲーしてたら脳トレやらされた[I wanna go BANANAS! ],2018-04-14T11:58:14Z,762,12,4
[シャドウバース]体力２６の絶対守護者ハクタク！！フュンフパメラで圧倒的スタッツの暴力！[ゆっくり実況],2021-01-18T10:19:56Z,81059,874,255
【ゆっくり実況】神スターでサンダーをジャストガード【マリオカート8DX】#shorts,2022-06-30T09:53:13Z,8769,359,17
[シャドウバース]操り人形を置くだけで20点バースト！！マリオネットOTKネメシス[ゆっくり実況],2019-01-02T08:56:07Z,57766,354,50
[シャドウバース]天界の門でワンドリ越えの絶望！6ターン昏きOTK！[ゆっくり実況],2019-03-31T09:00:30Z,41438,445,116
[シャドウバース]ジャバウォックの間違った使い方！トリプルヒッポグリフの乗り手OTK！[ゆっくり実況],2019-08-09T11:06:32Z,70487,893,264
[シャドウバース]黄金都市なんていらない?トリプルアニエスOTK！[ゆっくり実況],2019-10-31T10:00:02Z,51461,541,155
[シャドウバース]大逆のドラゴサモナーの間違った使い方！5連憤怒の碧竜OTK！[ゆっくり実況],2020-08-16T09:30:06Z,59275,846,309
[シャドウバース]1ターンでアルミラージ３体召喚！新旧アルミラージOTK！[ゆっくり実況],2020-05-16T11:35:22Z,75605,814,230
[シャドウバース]天空城でペコに疾走付与！3連ぺコリーヌOTK！[ゆっくり実況],2020-03-07T09:30:11Z,68029,577,149
[シャドウバース]こいつのこと覚えてますか？飢餓のハイドラＯＴＫ[ゆっくり実況],2018-11-05T10:08:37Z,43951,315,42
[シャドウバース]盤面のスタッツを4倍にする方法！ダブルパメラエルフ！[ゆっくり実況],2018-12-28T10:11:32Z,23133,145,28
[シャドウバース]天窮ロキガリュウで圧倒的スタッツの金龍銀龍降臨！[ゆっくり実況],2020-01-28T11:30:17Z,72111,724,177
[シャドウバース]進化連打で圧倒的コスト踏み倒し！アジ三連星OTK！[ゆっくり実況],2019-04-12T09:07:41Z,74027,526,132
[シャドウバース]九刀流の剣士！　刃の魔術師OTK！[ゆっくり実況],2018-12-14T10:00:16Z,38157,270,33
[シャドウバース]6ターン目に20点疾走！6ターン目ディオネOTK！[ゆっくり実況],2019-05-07T09:31:15Z,35169,401,146
[シャドウバース]6ターン目にイージス2体！天界ダブルイージス！[ゆっくり実況],2019-09-16T10:26:53Z,57123,471,153
[パズドラ]ビッグフット降臨 ワンパン　アヌビス×ディアブロス[ゆっくり実況],2018-04-24T03:03:30Z,390,5,2
[パズドラ]シャンメイ杯　154,500点　王冠解説[ゆっくり実況],2018-04-30T21:51:19Z,583,6,2
[シャドウバース]疾走するAF！威光エンシェントアーティファクトOTK！[ゆっくり実況],2019-08-20T09:57:56Z,70702,710,182
[シャドウバース]攻撃力が10で疾走２回攻撃のお母さん！ダブルマミーOTK！[ゆっくり実況],2019-11-12T12:59:02Z,93181,906,160
[シャドウバース]攻撃力20の疾走バアル！！バアル単体OTK！[ゆっくり実況],2020-09-12T09:29:56Z,66036,783,201
[シャドウバース]16回殴らないと倒せない守護！？絶対守護者マンマル1号！[ゆっくり実況],2019-04-18T10:04:33Z,164188,1203,273
